"Gene.stable.ID","Gene.name"
"ENSMMUG00000026515","AL391314.1"
"ENSMMUG00000061040","IGLV8-61"
"ENSMMUG00000027429","RNY3P5"
"ENSMMUG00000011863","RFPL1"
"ENSMMUG00000028947","CFD"
"ENSMMUG00000024372","Y_RNA"
"ENSMMUG00000059557","IGLV11-55"
"ENSMMUG00000040386","CCDC188"
"ENSMMUG00000036036","RNU6-564P"
"ENSMMUG00000024531","RNY3P3"
"ENSMMUG00000024638","RNY1P6"
"ENSMMUG00000023263","MED15"
"ENSMMUG00000054138","DMRTA1"
"ENSMMUG00000023441","ASPHD2"
"ENSMMUG00000044879","ERVH48-1"
"ENSMMUG00000056663","MLANA"
"ENSMMUG00000052729","IFNA16"
"ENSMMUG00000003193","VIM"
"ENSMMUG00000017164","FRMD4A"
"ENSMMUG00000051318","RNU6-246P"
"ENSMMUG00000053148","AMZ1"
"ENSMMUG00000037449","CELF2"
"ENSMMUG00000002176","UHRF2"
"ENSMMUG00000019969","BEND2"
"ENSMMUG00000058131","ZRSR2"
"ENSMMUG00000020994","SUSD2"
"ENSMMUG00000023632","PROSER2"
"ENSMMUG00000016037","BANF2"
"ENSMMUG00000052262","TMEM170B"
"ENSMMUG00000048967","RN7SL48P"
"ENSMMUG00000022283","ATRN"
"ENSMMUG00000027434","AL732366.1"
"ENSMMUG00000005509","TMEM50B"
"ENSMMUG00000011308","LACC1"
"ENSMMUG00000062701","TMEM236"
"ENSMMUG00000062873","Metazoa_SRP"
"ENSMMUG00000007474","DEFB106B"
"ENSMMUG00000007474","DEFB106A"
"ENSMMUG00000006519","TASP1"
"ENSMMUG00000002107","STOML3"
"ENSMMUG00000002321","SLC24A3"
"ENSMMUG00000026501","RNY3P9"
"ENSMMUG00000049175","RN7SL498P"
"ENSMMUG00000011697","OBI1"
"ENSMMUG00000016450","PTBP1"
"ENSMMUG00000017056","SUN1"
"ENSMMUG00000023766","MINDY3"
"ENSMMUG00000060580","SAT1"
"ENSMMUG00000017025","ZC3H13"
"ENSMMUG00000023443","SRRD"
"ENSMMUG00000013722","CHGB"
"ENSMMUG00000015993","SIRPB2"
"ENSMMUG00000020489","HSCB"
"ENSMMUG00000062903","MRPS6"
"ENSMMUG00000053014","PRKAR1B"
"ENSMMUG00000062460","RNU105B"
"ENSMMUG00000023446","TFIP11"
"ENSMMUG00000007514","ZBED1"
"ENSMMUG00000003585","ALG5"
"ENSMMUG00000008522","NME4"
"ENSMMUG00000050587","TFF1"
"ENSMMUG00000004799","KBTBD7"
"ENSMMUG00000045840","RN7SL320P"
"ENSMMUG00000044231","RN7SL352P"
"ENSMMUG00000000049","SLAIN1"
"ENSMMUG00000019474","DNMT3B"
"ENSMMUG00000018787","PAK1IP1"
"ENSMMUG00000009421","WDFY2"
"ENSMMUG00000023589","PHEX"
"ENSMMUG00000012298","C21orf62"
"ENSMMUG00000050485","OLAH"
"ENSMMUG00000015152","RBM17"
"ENSMMUG00000059818","Y_RNA"
"ENSMMUG00000011547","RTN4R"
"ENSMMUG00000007852","RREB1"
"ENSMMUG00000001172","SOHLH2"
"ENSMMUG00000001172","CCDC169-SOHLH2"
"ENSMMUG00000046141","DEFB123"
"ENSMMUG00000004622","NLRP6"
"ENSMMUG00000022616","TCEANC"
"ENSMMUG00000004024","CDHR5"
"ENSMMUG00000020598","ZNF596"
"ENSMMUG00000018921","CENPB"
"ENSMMUG00000006080","TEK"
"ENSMMUG00000025513","RNU6-526P"
"ENSMMUG00000019363","SYAP1"
"ENSMMUG00000002113","NHLRC3"
"ENSMMUG00000018409","COG3"
"ENSMMUG00000005624","CHCHD10"
"ENSMMUG00000040622","RN7SL607P"
"ENSMMUG00000048701","MIR3187"
"ENSMMUG00000020271","CRYAA"
"ENSMMUG00000026970","MIR17"
"ENSMMUG00000001984","JMJD8"
"ENSMMUG00000020776","PRKCQ"
"ENSMMUG00000010744","DTD1"
"ENSMMUG00000059096","IZUMO3"
"ENSMMUG00000000048","SCEL"
"ENSMMUG00000038796","RN7SL638P"
"ENSMMUG00000005603","UCMA"
"ENSMMUG00000033280","RNU6-1066P"
"ENSMMUG00000064588","Y_RNA"
"ENSMMUG00000013491","RPGR"
"ENSMMUG00000003250","CBLL2"
"ENSMMUG00000056855","KCNJ15"
"ENSMMUG00000005757","CST7"
"ENSMMUG00000060508","MZT1"
"ENSMMUG00000001649","RUNX1"
"ENSMMUG00000051254","RNU6-1159P"
"ENSMMUG00000044083","DMRT3"
"ENSMMUG00000016135","NEDD9"
"ENSMMUG00000056983","OCM"
"ENSMMUG00000039209","FAM50B"
"ENSMMUG00000000610","PGAP6"
"ENSMMUG00000004798","S100G"
"ENSMMUG00000017377","PUDP"
"ENSMMUG00000001012","PLCB4"
"ENSMMUG00000017064","ADAP1"
"ENSMMUG00000016814","THBD"
"ENSMMUG00000021233","SEPHS1"
"ENSMMUG00000041896","RN7SL98P"
"ENSMMUG00000018433","POLA1"
"ENSMMUG00000018079","TMPRSS3"
"ENSMMUG00000010311","NF2"
"ENSMMUG00000061959","IFITM1"
"ENSMMUG00000052858","USP17L1"
"ENSMMUG00000052858","USP17L4"
"ENSMMUG00000052858","USP17L8"
"ENSMMUG00000052858","USP17L3"
"ENSMMUG00000005601","OPTN"
"ENSMMUG00000062863","RNH1"
"ENSMMUG00000000835","MSLN"
"ENSMMUG00000001134","CDKN2B"
"ENSMMUG00000002397","GINS1"
"ENSMMUG00000007719","GCM2"
"ENSMMUG00000013493","OTC"
"ENSMMUG00000064839","TFF2"
"ENSMMUG00000025789","RNU6-1151P"
"ENSMMUG00000005985","BCL2L1"
"ENSMMUG00000058579","SLC37A1"
"ENSMMUG00000059835","VCY"
"ENSMMUG00000059835","VCY1B"
"ENSMMUG00000059835","VCX3A"
"ENSMMUG00000059835","VCX"
"ENSMMUG00000059835","VCX2"
"ENSMMUG00000059835","VCX3B"
"ENSMMUG00000001711","SOD1"
"ENSMMUG00000043015","RN7SL553P"
"ENSMMUG00000016069","CUBN"
"ENSMMUG00000023558","EXOC2"
"ENSMMUG00000053209","RNU6-77P"
"ENSMMUG00000051216","ST8SIA6"
"ENSMMUG00000062410","LRRC74B"
"ENSMMUG00000005119","HM13"
"ENSMMUG00000053662","Y_RNA"
"ENSMMUG00000040017","IGLV1-36"
"ENSMMUG00000002501","RNF182"
"ENSMMUG00000026846","MIR19A"
"ENSMMUG00000062188","SMIM2"
"ENSMMUG00000008796","DEFB119"
"ENSMMUG00000006192","GPR143"
"ENSMMUG00000027717","Y_RNA"
"ENSMMUG00000005508","IFNGR2"
"ENSMMUG00000013220","CYBB"
"ENSMMUG00000051284","EFNA2"
"ENSMMUG00000059645","RN7SL838P"
"ENSMMUG00000007720","SYCP2L"
"ENSMMUG00000030780","FOXO1"
"ENSMMUG00000017174","SUV39H2"
"ENSMMUG00000019097","KLF12"
"ENSMMUG00000007121","NOL4L"
"ENSMMUG00000064335","SPEF1"
"ENSMMUG00000065127","INSL6"
"ENSMMUG00000016508","C9orf72"
"ENSMMUG00000007880","ELF1"
"ENSMMUG00000020651","SLC24A2"
"ENSMMUG00000022388","NAPB"
"ENSMMUG00000018531","PPIL2"
"ENSMMUG00000025989","RNA5SP532"
"ENSMMUG00000025989","RNA5SP528"
"ENSMMUG00000045966","GZMM"
"ENSMMUG00000060022","SPEF1"
"ENSMMUG00000064170","BMP2"
"ENSMMUG00000005204","VPS16"
"ENSMMUG00000017153","ARVCF"
"ENSMMUG00000015286","FAM171A1"
"ENSMMUG00000010596","PFKFB3"
"ENSMMUG00000001776","GNAZ"
"ENSMMUG00000004139","DZANK1"
"ENSMMUG00000058435","IFNA21"
"ENSMMUG00000058435","IFNA4"
"ENSMMUG00000058435","IFNA7"
"ENSMMUG00000058435","IFNA10"
"ENSMMUG00000058435","IFNA17"
"ENSMMUG00000027881","RNU4-10P"
"ENSMMUG00000004313","PLCB1"
"ENSMMUG00000048168","RN7SL700P"
"ENSMMUG00000022070","SIGLEC1"
"ENSMMUG00000000970","DUSP15"
"ENSMMUG00000050326","IGLV4-69"
"ENSMMUG00000012574","ITPR1"
"ENSMMUG00000004935","PFKP"
"ENSMMUG00000040514","RN7SL375P"
"ENSMMUG00000013635","CLCN4"
"ENSMMUG00000018046","PRDM15"
"ENSMMUG00000053229","DEFB1"
"ENSMMUG00000016189","SNAPC3"
"ENSMMUG00000015954","ITIH2"
"ENSMMUG00000010139","ANGPT2"
"ENSMMUG00000019862","KANK1"
"ENSMMUG00000054220","IGLV2-18"
"ENSMMUG00000054220","IGLV2-8"
"ENSMMUG00000007466","DEFB103B"
"ENSMMUG00000007466","DEFB103A"
"ENSMMUG00000026317","SNORA70"
"ENSMMUG00000023951","RNU6-192P"
"ENSMMUG00000008867","ERI1"
"ENSMMUG00000010959","KLHL9"
"ENSMMUG00000050116","IGLV9-49"
"ENSMMUG00000018043","RIPK4"
"ENSMMUG00000007117","ASXL1"
"ENSMMUG00000017173","HSPA14"
"ENSMMUG00000042381","RN7SL561P"
"ENSMMUG00000002982","FASTKD5"
"ENSMMUG00000056711","RNH1"
"ENSMMUG00000020478","AIFM3"
"ENSMMUG00000048135","GRIN3B"
"ENSMMUG00000009063","ETS2"
"ENSMMUG00000020671","BPIFB3"
"ENSMMUG00000064256","Metazoa_SRP"
"ENSMMUG00000057065","RNU6-1314P"
"ENSMMUG00000017176","DCLRE1C"
"ENSMMUG00000011590","NAA16"
"ENSMMUG00000011310","NLGN4X"
"ENSMMUG00000058160","VCY"
"ENSMMUG00000058160","VCY1B"
"ENSMMUG00000058160","VCX3A"
"ENSMMUG00000058160","VCX"
"ENSMMUG00000058160","VCX2"
"ENSMMUG00000058160","VCX3B"
"ENSMMUG00000036337","RNU7-185P"
"ENSMMUG00000063657","TMEM14B"
"ENSMMUG00000031826","UBAP1"
"ENSMMUG00000028083","AL732366.2"
"ENSMMUG00000002660","DEAF1"
"ENSMMUG00000003934","ARSD"
"ENSMMUG00000019374","SEC14L3"
"ENSMMUG00000055975","CSTL1"
"ENSMMUG00000000843","CHTF18"
"ENSMMUG00000010038","ELAVL2"
"ENSMMUG00000013101","TAF3"
"ENSMMUG00000051730","U1"
"ENSMMUG00000008589","MADCAM1"
"ENSMMUG00000005623","C22orf15"
"ENSMMUG00000013259","PCNA"
"ENSMMUG00000000609","MRPL28"
"ENSMMUG00000007679","RPP38"
"ENSMMUG00000063715","Y_RNA"
"ENSMMUG00000034768","RNU4-6P"
"ENSMMUG00000026950","MIR101-2"
"ENSMMUG00000001986","WDR24"
"ENSMMUG00000000262","UPB1"
"ENSMMUG00000019067","IFNB1"
"ENSMMUG00000000846","GNG13"
"ENSMMUG00000019566","HBA2"
"ENSMMUG00000019566","HBA1"
"ENSMMUG00000011624","SLC39A12"
"ENSMMUG00000044016","RNU6-146P"
"ENSMMUG00000050111","CDY2B"
"ENSMMUG00000050111","CDY2A"
"ENSMMUG00000050111","CDY1B"
"ENSMMUG00000050111","CDY1"
"ENSMMUG00000003633","SLC4A11"
"ENSMMUG00000036707","SNORD125"
"ENSMMUG00000011704","SH3GL2"
"ENSMMUG00000028485","U3"
"ENSMMUG00000042668","CFAP61"
"ENSMMUG00000013466","TTC39B"
"ENSMMUG00000027955","AL355821.1"
"ENSMMUG00000004305","STK35"
"ENSMMUG00000014844","DMRT2"
"ENSMMUG00000023756","FNDC3A"
"ENSMMUG00000002081","BEND7"
"ENSMMUG00000040456","ACBD7"
"ENSMMUG00000020654","GET1-SH3BGR"
"ENSMMUG00000021650","CARD11"
"ENSMMUG00000024805","AL732371.1"
"ENSMMUG00000008128","FREM1"
"ENSMMUG00000017171","SCARF2"
"ENSMMUG00000004600","RCAN1"
"ENSMMUG00000016626","NHLRC1"
"ENSMMUG00000008498","PSMG1"
"ENSMMUG00000050247","RN7SL25P"
"ENSMMUG00000048617","RN7SL120P"
"ENSMMUG00000022010","RHOT2"
"ENSMMUG00000036681","RNU6-264P"
"ENSMMUG00000016906","FBXL16"
"ENSMMUG00000054376","AGPAT5"
"ENSMMUG00000014048","ACE2"
"ENSMMUG00000017063","GET4"
"ENSMMUG00000004744","SH3KBP1"
"ENSMMUG00000006458","IQCE"
"ENSMMUG00000017467","C20orf194"
"ENSMMUG00000016813","CD93"
"ENSMMUG00000060528","RN7SL818P"
"ENSMMUG00000060528","RN7SL725P"
"ENSMMUG00000011345","PRPS2"
"ENSMMUG00000017978","MTRF1"
"ENSMMUG00000063895","P2RY8"
"ENSMMUG00000037790","SLC25A30"
"ENSMMUG00000053197","SNORA80A"
"ENSMMUG00000033085","SNORA48B"
"ENSMMUG00000010252","FRMPD4"
"ENSMMUG00000063520","DDRGK1"
"ENSMMUG00000038849","DEFB115"
"ENSMMUG00000010782","PTDSS2"
"ENSMMUG00000003918","DCAF8L2"
"ENSMMUG00000027541","SNORA70"
"ENSMMUG00000018136","KCNJ6"
"ENSMMUG00000017483","EPS8L2"
"ENSMMUG00000063296","Metazoa_SRP"
"ENSMMUG00000035190","RNU4-26P"
"ENSMMUG00000031238","CCM2L"
"ENSMMUG00000045871","Metazoa_SRP"
"ENSMMUG00000012442","DDX58"
"ENSMMUG00000012442","AL353671.1"
"ENSMMUG00000040636","RN7SL318P"
"ENSMMUG00000013083","PSMG3"
"ENSMMUG00000028946","GPX4"
"ENSMMUG00000003427","IGSF5"
"ENSMMUG00000060182","RNA5SP532"
"ENSMMUG00000060182","RNA5SP528"
"ENSMMUG00000017530","DEFB121"
"ENSMMUG00000002175","TPD52L3"
"ENSMMUG00000003525","PKP3"
"ENSMMUG00000008590","TPGS1"
"ENSMMUG00000009922","MCUR1"
"ENSMMUG00000007208","GPR146"
"ENSMMUG00000000602","RGS11"
"ENSMMUG00000045626","RN7SL91P"
"ENSMMUG00000013908","ELOVL2"
"ENSMMUG00000051158","KRTAP11-1"
"ENSMMUG00000022849","MAGEB10"
"ENSMMUG00000001545","AQP7"
"ENSMMUG00000045740","ACER2"
"ENSMMUG00000013191","INTS6"
"ENSMMUG00000002330","ENOX1"
"ENSMMUG00000008490","SIRT3"
"ENSMMUG00000007030","C2CD2"
"ENSMMUG00000045100","SNORD110"
"ENSMMUG00000000969","FOXS1"
"ENSMMUG00000060264","PRR35"
"ENSMMUG00000025682","RNU6-66P"
"ENSMMUG00000022615","EGFL6"
"ENSMMUG00000047259","PLCXD1"
"ENSMMUG00000058830","RNU6-133P"
"ENSMMUG00000041756","SIAH3"
"ENSMMUG00000022721","FO393400.1"
"ENSMMUG00000041418","RN7SL812P"
"ENSMMUG00000017688","RCBTB2"
"ENSMMUG00000024468","RNU1-131P"
"ENSMMUG00000018131","DYRK1A"
"ENSMMUG00000053769","RN7SL838P"
"ENSMMUG00000006079","LRRC19"
"ENSMMUG00000004858","ASB11"
"ENSMMUG00000014017","PRPF4B"
"ENSMMUG00000012710","TASL"
"ENSMMUG00000004540","FOXF2"
"ENSMMUG00000000586","POLR3K"
"ENSMMUG00000021197","TBC1D4"
"ENSMMUG00000026454","SNORA51"
"ENSMMUG00000045717","DEFA5"
"ENSMMUG00000009658","KIF16B"
"ENSMMUG00000004403","ID1"
"ENSMMUG00000009414","SUN5"
"ENSMMUG00000016520","ATP7B"
"ENSMMUG00000062815","TYRP1"
"ENSMMUG00000024996","AP001610.1"
"ENSMMUG00000040210","NLGN4Y"
"ENSMMUG00000016293","LRCH1"
"ENSMMUG00000012636","KCTD4"
"ENSMMUG00000058221","INSL4"
"ENSMMUG00000026024","RNU6-694P"
"ENSMMUG00000059394","USP17L1"
"ENSMMUG00000059394","USP17L4"
"ENSMMUG00000059394","USP17L8"
"ENSMMUG00000059394","USP17L3"
"ENSMMUG00000010056","MAGEB18"
"ENSMMUG00000061899","GFOD1"
"ENSMMUG00000031089","HIC2"
"ENSMMUG00000018823","TMEM191C"
"ENSMMUG00000010672","SLC35B3"
"ENSMMUG00000053087","KCNE2"
"ENSMMUG00000052101","PROKR2"
"ENSMMUG00000013290","LURAP1L"
"ENSMMUG00000007708","NAA20"
"ENSMMUG00000021366","PRDX4"
"ENSMMUG00000033366","MIR873"
"ENSMMUG00000013404","SEC14L2"
"ENSMMUG00000020043","MORC3"
"ENSMMUG00000044123","MAGEB5"
"ENSMMUG00000016791","DCLK1"
"ENSMMUG00000011766","ARL11"
"ENSMMUG00000040339","RN7SL618P"
"ENSMMUG00000011031","PSMG4"
"ENSMMUG00000012597","UBAP2"
"ENSMMUG00000001480","FAM124A"
"ENSMMUG00000004338","DENND4C"
"ENSMMUG00000015529","EIF3B"
"ENSMMUG00000049340","RNU6-71P"
"ENSMMUG00000052305","RNU6-331P"
"ENSMMUG00000019194","SFMBT2"
"ENSMMUG00000017505","TTC3"
"ENSMMUG00000007501","KLHL34"
"ENSMMUG00000012819","PDK3"
"ENSMMUG00000053142","CLN5"
"ENSMMUG00000053142","AC001226.2"
"ENSMMUG00000053416","Metazoa_SRP"
"ENSMMUG00000023450","TPST2"
"ENSMMUG00000002689","MSL3"
"ENSMMUG00000059471","TUSC1"
"ENSMMUG00000040183","EIF2S3"
"ENSMMUG00000013577","TMEM259"
"ENSMMUG00000022701","DNAJC28"
"ENSMMUG00000001312","LMO7"
"ENSMMUG00000017988","MED4"
"ENSMMUG00000022100","MIDN"
"ENSMMUG00000055400","RNU6-559P"
"ENSMMUG00000035838","Y_RNA"
"ENSMMUG00000014021","ECI2"
"ENSMMUG00000008560","HIVEP1"
"ENSMMUG00000024369","SNORA30B"
"ENSMMUG00000001433","RAI2"
"ENSMMUG00000022198","STK11"
"ENSMMUG00000004282","FSCN1"
"ENSMMUG00000051533","NDFIP2"
"ENSMMUG00000010054","ZNF343"
"ENSMMUG00000026269","RNU1-55P"
"ENSMMUG00000007888","ITM2B"
"ENSMMUG00000011232","RADIL"
"ENSMMUG00000017828","SETMAR"
"ENSMMUG00000018824","ACOT9"
"ENSMMUG00000016489","CST8"
"ENSMMUG00000009860","LRRC63"
"ENSMMUG00000019005","TTYH3"
"ENSMMUG00000009288","PKNOX1"
"ENSMMUG00000015738","VEGFD"
"ENSMMUG00000056967","SLC25A6"
"ENSMMUG00000013888","NOP56"
"ENSMMUG00000061878","PPP1R3G"
"ENSMMUG00000024400","AC112497.1"
"ENSMMUG00000064035","PRSS51"
"ENSMMUG00000051019","USP17L1"
"ENSMMUG00000051019","USP17L4"
"ENSMMUG00000051019","USP17L8"
"ENSMMUG00000051019","USP17L3"
"ENSMMUG00000060543","RNU6-522P"
"ENSMMUG00000043096","NFX1"
"ENSMMUG00000053622","VPREB3"
"ENSMMUG00000011479","MGME1"
"ENSMMUG00000010899","KCNRG"
"ENSMMUG00000038560","TXNDC5"
"ENSMMUG00000013728","TRMT6"
"ENSMMUG00000062930","CCZ1"
"ENSMMUG00000014055","AP1S2"
"ENSMMUG00000011661","ITGA8"
"ENSMMUG00000006967","LANCL3"
"ENSMMUG00000055172","AL845433.1"
"ENSMMUG00000055034","ARX"
"ENSMMUG00000061404","XKR7"
"ENSMMUG00000059411","PLPP6"
"ENSMMUG00000064037","PPP2R3B"
"ENSMMUG00000007539","SUCLA2"
"ENSMMUG00000023536","IGLV6-57"
"ENSMMUG00000017416","TM9SF4"
"ENSMMUG00000004485","LHFPL6"
"ENSMMUG00000004014","IRF7"
"ENSMMUG00000020122","RANBP9"
"ENSMMUG00000054421","RASSF7"
"ENSMMUG00000034027","AP000324.1"
"ENSMMUG00000054030","AC097625.1"
"ENSMMUG00000054030","CLTRN"
"ENSMMUG00000027796","SNORA70"
"ENSMMUG00000021332","CPXM1"
"ENSMMUG00000014453","ZNF133"
"ENSMMUG00000019415","GPM6B"
"ENSMMUG00000058333","SIM2"
"ENSMMUG00000035691","SNORD116"
"ENSMMUG00000001178","CCNA1"
"ENSMMUG00000056942","MN1"
"ENSMMUG00000005200","PCED1A"
"ENSMMUG00000017147","TXNRD2"
"ENSMMUG00000003588","EXOSC8"
"ENSMMUG00000010336","DOP1B"
"ENSMMUG00000020992","CABIN1"
"ENSMMUG00000034757","RNU6-992P"
"ENSMMUG00000020736","HACD1"
"ENSMMUG00000039205","IGLV5-48"
"ENSMMUG00000004257","BACE2"
"ENSMMUG00000011593","RGCC"
"ENSMMUG00000020597","ACSS1"
"ENSMMUG00000036262","RNU6-62P"
"ENSMMUG00000002080","DIP2C"
"ENSMMUG00000014052","CA5B"
"ENSMMUG00000025675","RNU6-1327P"
"ENSMMUG00000017170","CDNF"
"ENSMMUG00000060325","DGCR6L"
"ENSMMUG00000037206","RNU6-75P"
"ENSMMUG00000000599","FAM234A"
"ENSMMUG00000009801","ZFX"
"ENSMMUG00000014925","FAM216B"
"ENSMMUG00000004985","ARSL"
"ENSMMUG00000021458","FBXL3"
"ENSMMUG00000018788","TMEM14B"
"ENSMMUG00000057657","MYLIP"
"ENSMMUG00000057331","RCL1"
"ENSMMUG00000007724","APTX"
"ENSMMUG00000007626","ITSN1"
"ENSMMUG00000017145","CDC123"
"ENSMMUG00000022076","ADAM33"
"ENSMMUG00000037428","SNORA31B"
"ENSMMUG00000005959","GK"
"ENSMMUG00000000488","CLDN14"
"ENSMMUG00000017458","DCAF12"
"ENSMMUG00000007215","XBP1"
"ENSMMUG00000007740","DNAJA1"
"ENSMMUG00000017839","FANCB"
"ENSMMUG00000011659","MAD1L1"
"ENSMMUG00000011384","RBM24"
"ENSMMUG00000059707","MIS18A"
"ENSMMUG00000018799","CCDC116"
"ENSMMUG00000009674","ELANE"
"ENSMMUG00000027220","MIR598"
"ENSMMUG00000006962","VPS26C"
"ENSMMUG00000046583","RNU1-86P"
"ENSMMUG00000046583","RNU1-107P"
"ENSMMUG00000060700","PRR23D1"
"ENSMMUG00000060700","PRR23D2"
"ENSMMUG00000000588","RHBDF1"
"ENSMMUG00000031231","DEFB116"
"ENSMMUG00000043795","ARSH"
"ENSMMUG00000018473","SIRPG"
"ENSMMUG00000030683","POU4F1"
"ENSMMUG00000031048","TMEM211"
"ENSMMUG00000010657","PRAME"
"ENSMMUG00000054849","Y_RNA"
"ENSMMUG00000018396","HAUS6"
"ENSMMUG00000001125","SETD4"
"ENSMMUG00000019724","SDK1"
"ENSMMUG00000026192","AC121343.1"
"ENSMMUG00000020233","TANGO2"
"ENSMMUG00000004347","ADTRP"
"ENSMMUG00000016353","RIMBP3B"
"ENSMMUG00000016353","RIMBP3C"
"ENSMMUG00000013740","MCM8"
"ENSMMUG00000013740","AL035461.3"
"ENSMMUG00000005065","RS1"
"ENSMMUG00000024870","RNU6-645P"
"ENSMMUG00000004624","SYNJ1"
"ENSMMUG00000026283","RNU6-800P"
"ENSMMUG00000000784","BORA"
"ENSMMUG00000020149","CHMP5"
"ENSMMUG00000016067","RSU1"
"ENSMMUG00000022272","PCDH17"
"ENSMMUG00000018513","IRF4"
"ENSMMUG00000062195","DEFB107B"
"ENSMMUG00000062195","DEFB107A"
"ENSMMUG00000009913","RFXAP"
"ENSMMUG00000004955","SHOX"
"ENSMMUG00000062425","THEG"
"ENSMMUG00000007206","ZFAND2A"
"ENSMMUG00000024959","RNY4P28"
"ENSMMUG00000017134","SEPTIN5"
"ENSMMUG00000017134","AC000093.1"
"ENSMMUG00000011719","SERPINB9"
"ENSMMUG00000003276","LAMP5"
"ENSMMUG00000021817","DCT"
"ENSMMUG00000010813","GTPBP4"
"ENSMMUG00000000971","TTLL9"
"ENSMMUG00000037141","RNU6ATAC39P"
"ENSMMUG00000013472","CAB39L"
"ENSMMUG00000024668","Y_RNA"
"ENSMMUG00000009207","ATP5F1C"
"ENSMMUG00000011376","GPC5"
"ENSMMUG00000021344","IL33"
"ENSMMUG00000004552","DDT"
"ENSMMUG00000007143","WRNIP1"
"ENSMMUG00000028948","AZU1"
"ENSMMUG00000026887","MIR18A"
"ENSMMUG00000037816","SERPINB6"
"ENSMMUG00000001992","FAM8A1"
"ENSMMUG00000050337","UCN3"
"ENSMMUG00000024140","Y_RNA"
"ENSMMUG00000009984","PDYN"
"ENSMMUG00000035561","AL139003.2"
"ENSMMUG00000005620","PCDH9"
"ENSMMUG00000056093","SHLD1"
"ENSMMUG00000025901","AL356754.1"
"ENSMMUG00000008672","RNF126"
"ENSMMUG00000064747","DEFB105B"
"ENSMMUG00000064747","DEFB105A"
"ENSMMUG00000007204","CYP2W1"
"ENSMMUG00000018085","SLC37A1"
"ENSMMUG00000013135","SRPX"
"ENSMMUG00000061198","XK"
"ENSMMUG00000004626","IFITM5"
"ENSMMUG00000000616","NHLRC4"
"ENSMMUG00000005279","LARP4B"
"ENSMMUG00000063737","Y_RNA"
"ENSMMUG00000019345","DMD"
"ENSMMUG00000054655","IGLV3-10"
"ENSMMUG00000010886","SBNO2"
"ENSMMUG00000018394","SAXO1"
"ENSMMUG00000001176","SPART"
"ENSMMUG00000009914","SMAD9"
"ENSMMUG00000018514","DUSP22"
"ENSMMUG00000007881","WBP4"
"ENSMMUG00000018530","GSTT2B"
"ENSMMUG00000018530","GSTT2"
"ENSMMUG00000014558","JAK2"
"ENSMMUG00000020565","CBR3"
"ENSMMUG00000033133","MIR301B"
"ENSMMUG00000010137","MCPH1"
"ENSMMUG00000010179","C8orf74"
"ENSMMUG00000000613","RAB11FIP3"
"ENSMMUG00000011620","MRC1"
"ENSMMUG00000016237","TXLNG"
"ENSMMUG00000008504","BRWD1"
"ENSMMUG00000021518","CLCN7"
"ENSMMUG00000058148","RNU6-384P"
"ENSMMUG00000004703","RNF24"
"ENSMMUG00000033398","MIR876"
"ENSMMUG00000058290","CCDC3"
"ENSMMUG00000023442","HPS4"
"ENSMMUG00000051262","RN7SL592P"
"ENSMMUG00000039230","RNU7-88P"
"ENSMMUG00000020859","ZNF337"
"ENSMMUG00000014784","DSP"
"ENSMMUG00000014254","TLR7"
"ENSMMUG00000010926","PXDC1"
"ENSMMUG00000036186","RNU7-133P"
"ENSMMUG00000008196","ACO1"
"ENSMMUG00000042078","RN7SL221P"
"ENSMMUG00000015301","ARHGAP45"
"ENSMMUG00000015093","VLDLR"
"ENSMMUG00000007144","MYLK4"
"ENSMMUG00000064113","RNA5SP532"
"ENSMMUG00000064113","RNA5SP528"
"ENSMMUG00000058193","IFNW1"
"ENSMMUG00000039727","RN7SL445P"
"ENSMMUG00000061275","RNU6-9"
"ENSMMUG00000013221","DYNLT3"
"ENSMMUG00000011594","VWA8"
"ENSMMUG00000005779","GMDS"
"ENSMMUG00000030786","TRPC4"
"ENSMMUG00000018922","CDC25B"
"ENSMMUG00000017150","MAVS"
"ENSMMUG00000000192","MAP7D2"
"ENSMMUG00000053133","BPIFB2"
"ENSMMUG00000063919","Y_RNA"
"ENSMMUG00000003956","IFNAR2"
"ENSMMUG00000004146","RBBP9"
"ENSMMUG00000015151","IL2RA"
"ENSMMUG00000000885","AKAP17A"
"ENSMMUG00000063307","DEFB118"
"ENSMMUG00000023889","U1"
"ENSMMUG00000014213","CACNA1H"
"ENSMMUG00000008487","NQO2"
"ENSMMUG00000064910","IGLL1"
"ENSMMUG00000009192","HAO1"
"ENSMMUG00000063809","IFNA8"
"ENSMMUG00000056950","IGLV1-50"
"ENSMMUG00000013787","RRBP1"
"ENSMMUG00000013257","AC136475.9"
"ENSMMUG00000004143","POLR3F"
"ENSMMUG00000036733","AL451137.1"
"ENSMMUG00000056731","TMEM47"
"ENSMMUG00000055493","IFNA13"
"ENSMMUG00000055493","IFNA1"
"ENSMMUG00000018057","UMODL1"
"ENSMMUG00000026686","SNORA31"
"ENSMMUG00000017983","TRNT1"
"ENSMMUG00000015303","ABCA7"
"ENSMMUG00000040434","GP1BB"
"ENSMMUG00000038504","RN7SL288P"
"ENSMMUG00000003753","TSC22D1"
"ENSMMUG00000022878","MISP"
"ENSMMUG00000003283","ELFN1"
"ENSMMUG00000053927","LYRM4"
"ENSMMUG00000012043","PRSS55"
"ENSMMUG00000009953","NINL"
