"SampleID","score","library name","title","organism","tissue","molecule","single or paired-end","instrument model","id","Pitt_id","BCG_dose_log10","dose","TimeafterBCG","total_Mtb_CFU","log_Mtb_CFU","grans_nx","log_grans_nx","protect_status","processed data file","raw file","raw file 2","moduleID","norm_score"
"A14V013_wk4Pre",8.03541714618942,"A14V013_wk4Pre","A14V013 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wk4Pre_read1.fastq.gz","A14V013_wk4Pre_read2.fastq.gz","M1",0.282334646189572
"A14V013_wkm4Pre",7.75308249999985,"A14V013_wkm4Pre","A14V013 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wkm4Pre_read1.fastq.gz","A14V013_wkm4Pre_read2.fastq.gz","M1",0
"A9V105_d2Pre",8.7021750591086,"A9V105_d2Pre","A9V105 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_d2Pre_read1.fastq.gz","A9V105_d2Pre_read2.fastq.gz","M1",1.27029424720179
"A9V105_wk12Pre",7.99185469992322,"A9V105_wk12Pre","A9V105 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wk12Pre_read1.fastq.gz","A9V105_wk12Pre_read2.fastq.gz","M1",0.559973888016405
"A9V105_wk2Pre",8.43295238970895,"A9V105_wk2Pre","A9V105 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wk2Pre_read1.fastq.gz","A9V105_wk2Pre_read2.fastq.gz","M1",1.00107157780214
"A9V105_wk4Pre",8.15412650013519,"A9V105_wk4Pre","A9V105 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wk4Pre_read1.fastq.gz","A9V105_wk4Pre_read2.fastq.gz","M1",0.722245688228377
"A9V105_wkm4Pre",7.43188081190681,"A9V105_wkm4Pre","A9V105 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wkm4Pre_read1.fastq.gz","A9V105_wkm4Pre_read2.fastq.gz","M1",0
"DFA4_d2Pre",8.07837956500766,"DFA4_d2Pre","DFA4 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","d2",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_d2Pre_read1.fastq.gz","DFA4_d2Pre_read2.fastq.gz","M1",0.246198893156049
"DFA4_wk12Pre",7.74791419293595,"DFA4_wk12Pre","DFA4 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","wk12",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wk12Pre_read1.fastq.gz","DFA4_wk12Pre_read2.fastq.gz","M1",-0.0842664789156649
"DFA4_wk2Pre",7.60929101066354,"DFA4_wk2Pre","DFA4 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","wk2",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wk2Pre_read1.fastq.gz","DFA4_wk2Pre_read2.fastq.gz","M1",-0.222889661188076
"DFA4_wk4Pre",8.0135955515428,"DFA4_wk4Pre","DFA4 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","wk4",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wk4Pre_read1.fastq.gz","DFA4_wk4Pre_read2.fastq.gz","M1",0.181414879691183
"DFA4_wkm4Pre",7.83218067185161,"DFA4_wkm4Pre","DFA4 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","pre",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wkm4Pre_read1.fastq.gz","DFA4_wkm4Pre_read2.fastq.gz","M1",0
"DFM3_d2Pre",8.15851708093157,"DFM3_d2Pre","DFM3 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","d2",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_d2Pre_read1.fastq.gz","DFM3_d2Pre_read2.fastq.gz","M1",0.825833054574517
"DFM3_wk12Pre",7.426124683804,"DFM3_wk12Pre","DFM3 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","wk12",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wk12Pre_read1.fastq.gz","DFM3_wk12Pre_read2.fastq.gz","M1",0.0934406574469557
"DFM3_wk2Pre",7.40209491356535,"DFM3_wk2Pre","DFM3 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","wk2",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wk2Pre_read1.fastq.gz","DFM3_wk2Pre_read2.fastq.gz","M1",0.0694108872083028
"DFM3_wk4Pre",7.76337235726915,"DFM3_wk4Pre","DFM3 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","wk4",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wk4Pre_read1.fastq.gz","DFM3_wk4Pre_read2.fastq.gz","M1",0.430688330912103
"DFM3_wkm4Pre",7.33268402635705,"DFM3_wkm4Pre","DFM3 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","pre",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wkm4Pre_read1.fastq.gz","DFM3_wkm4Pre_read2.fastq.gz","M1",0
"DFN5_d2Pre",7.62670934853395,"DFN5_d2Pre","DFN5 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","d2",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_d2Pre_read1.fastq.gz","DFN5_d2Pre_read2.fastq.gz","M1",0.235726857401324
"DFN5_wk12Pre",7.67788032243159,"DFN5_wk12Pre","DFN5 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","wk12",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wk12Pre_read1.fastq.gz","DFN5_wk12Pre_read2.fastq.gz","M1",0.286897831298965
"DFN5_wk2Pre",7.54645339934479,"DFN5_wk2Pre","DFN5 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","wk2",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wk2Pre_read1.fastq.gz","DFN5_wk2Pre_read2.fastq.gz","M1",0.155470908212159
"DFN5_wk4Pre",7.83713138346817,"DFN5_wk4Pre","DFN5 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","wk4",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wk4Pre_read1.fastq.gz","DFN5_wk4Pre_read2.fastq.gz","M1",0.446148892335541
"DFN5_wkm4Pre",7.39098249113263,"DFN5_wkm4Pre","DFN5 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","pre",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wkm4Pre_read1.fastq.gz","DFN5_wkm4Pre_read2.fastq.gz","M1",0
"DFR4_d2Pre",8.65496541243048,"DFR4_d2Pre","DFR4 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","d2",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_d2Pre_read1.fastq.gz","DFR4_d2Pre_read2.fastq.gz","M1",1.09063942681118
"DFR4_wk12Pre",7.57045542159852,"DFR4_wk12Pre","DFR4 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","wk12",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_wk12Pre_read1.fastq.gz","DFR4_wk12Pre_read2.fastq.gz","M1",0.00612943597922477
"DFR4_wk2Pre",7.81689583463456,"DFR4_wk2Pre","DFR4 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","wk2",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_wk2Pre_read1.fastq.gz","DFR4_wk2Pre_read2.fastq.gz","M1",0.252569849015265
"DFR4_wk4Pre",7.7347346555858,"DFR4_wk4Pre","DFR4 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","wk4",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_wk4Pre_read1.fastq.gz","DFR4_wk4Pre_read2.fastq.gz","M1",0.170408669966501
"DFR4_wkm4Pre",7.56432598561929,"DFR4_wkm4Pre","DFR4 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","pre",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_wkm4Pre_read1.fastq.gz","DFR4_wkm4Pre_read2.fastq.gz","M1",0
"DFV9_d2Pre",8.43150656036993,"DFV9_d2Pre","DFV9 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_d2Pre_read1.fastq.gz","DFV9_d2Pre_read2.fastq.gz","M1",1.02594918910957
"DFV9_wk12Pre",7.84190923505449,"DFV9_wk12Pre","DFV9 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_wk12Pre_read1.fastq.gz","DFV9_wk12Pre_read2.fastq.gz","M1",0.436351863794136
"DFV9_wk2Pre",8.26697043342969,"DFV9_wk2Pre","DFV9 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_wk2Pre_read1.fastq.gz","DFV9_wk2Pre_read2.fastq.gz","M1",0.86141306216933
"DFV9_wk4Pre",8.04596276670229,"DFV9_wk4Pre","DFV9 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_wk4Pre_read1.fastq.gz","DFV9_wk4Pre_read2.fastq.gz","M1",0.640405395441931
"DFV9_wkm4Pre",7.40555737126036,"DFV9_wkm4Pre","DFV9 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_wkm4Pre_read1.fastq.gz","DFV9_wkm4Pre_read2.fastq.gz","M1",0
"DGFT_d2Pre",7.90669316038061,"DGFT_d2Pre","DGFT low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","d2",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_d2Pre_read1.fastq.gz","DGFT_d2Pre_read2.fastq.gz","M1",0.335419031620733
"DGFT_wk12Pre",7.63893011308636,"DGFT_wk12Pre","DGFT low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","wk12",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_wk12Pre_read1.fastq.gz","DGFT_wk12Pre_read2.fastq.gz","M1",0.0676559843264792
"DGFT_wk2Pre",7.94517108574543,"DGFT_wk2Pre","DGFT low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","wk2",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_wk2Pre_read1.fastq.gz","DGFT_wk2Pre_read2.fastq.gz","M1",0.373896956985555
"DGFT_wk4Pre",8.13027730226241,"DGFT_wk4Pre","DGFT low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","wk4",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_wk4Pre_read1.fastq.gz","DGFT_wk4Pre_read2.fastq.gz","M1",0.559003173502534
"DGFT_wkm4Pre",7.57127412875988,"DGFT_wkm4Pre","DGFT low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","pre",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_wkm4Pre_read1.fastq.gz","DGFT_wkm4Pre_read2.fastq.gz","M1",0
"DGFV_d2Pre",8.08261712963744,"DGFV_d2Pre","DGFV low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFV",18119,5.49,"low","d2",9118,3.96,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","DGFV_d2Pre_read1.fastq.gz","DGFV_d2Pre_read2.fastq.gz","M1",0.556046479827698
"DGFV_wk12Pre",7.36683682647798,"DGFV_wk12Pre","DGFV low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFV",18119,5.49,"low","wk12",9118,3.96,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","DGFV_wk12Pre_read1.fastq.gz","DGFV_wk12Pre_read2.fastq.gz","M1",-0.159733823331768
"DGFV_wk2Pre",7.71835417919034,"DGFV_wk2Pre","DGFV low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFV",18119,5.49,"low","wk2",9118,3.96,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","DGFV_wk2Pre_read1.fastq.gz","DGFV_wk2Pre_read2.fastq.gz","M1",0.191783529380595
"DGFV_wk4Pre",7.91170067737426,"DGFV_wk4Pre","DGFV low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFV",18119,5.49,"low","wk4",9118,3.96,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","DGFV_wk4Pre_read1.fastq.gz","DGFV_wk4Pre_read2.fastq.gz","M1",0.385130027564515
"DGFV_wkm4Pre",7.52657064980974,"DGFV_wkm4Pre","DGFV low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFV",18119,5.49,"low","pre",9118,3.96,"7",0.9,"not_protected","ivbcg_dosecohort_processed.txt","DGFV_wkm4Pre_read1.fastq.gz","DGFV_wkm4Pre_read2.fastq.gz","M1",0
"DGGG_d2Pre",7.66922310420059,"DGGG_d2Pre","DGGG low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGGG",18019,5.14,"low","d2",40082,4.6,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","DGGG_d2Pre_read1.fastq.gz","DGGG_d2Pre_read2.fastq.gz","M1",0.132383607111954
"DGGG_wk12Pre",7.48820411258965,"DGGG_wk12Pre","DGGG low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGGG",18019,5.14,"low","wk12",40082,4.6,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","DGGG_wk12Pre_read1.fastq.gz","DGGG_wk12Pre_read2.fastq.gz","M1",-0.0486353844989811
"DGGG_wk2Pre",7.53362024285847,"DGGG_wk2Pre","DGGG low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGGG",18019,5.14,"low","wk2",40082,4.6,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","DGGG_wk2Pre_read1.fastq.gz","DGGG_wk2Pre_read2.fastq.gz","M1",-0.00321925423016634
"DGGG_wk4Pre",7.63499425150287,"DGGG_wk4Pre","DGGG low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGGG",18019,5.14,"low","wk4",40082,4.6,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","DGGG_wk4Pre_read1.fastq.gz","DGGG_wk4Pre_read2.fastq.gz","M1",0.0981547544142378
"DGGG_wkm4Pre",7.53683949708863,"DGGG_wkm4Pre","DGGG low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGGG",18019,5.14,"low","pre",40082,4.6,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","DGGG_wkm4Pre_read1.fastq.gz","DGGG_wkm4Pre_read2.fastq.gz","M1",0
"DGHR_d2Pre",8.08824398696829,"DGHR_d2Pre","DGHR low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGHR",18519,5.49,"low","d2",243454,5.39,"18",1.28,"not_protected","ivbcg_dosecohort_processed.txt","DGHR_d2Pre_read1.fastq.gz","DGHR_d2Pre_read2.fastq.gz","M1",0.352026525591254
"DGHR_wk12Pre",7.79948402267624,"DGHR_wk12Pre","DGHR low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGHR",18519,5.49,"low","wk12",243454,5.39,"18",1.28,"not_protected","ivbcg_dosecohort_processed.txt","DGHR_wk12Pre_read1.fastq.gz","DGHR_wk12Pre_read2.fastq.gz","M1",0.0632665612992094
"DGHR_wk2Pre",8.11095843070585,"DGHR_wk2Pre","DGHR low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGHR",18519,5.49,"low","wk2",243454,5.39,"18",1.28,"not_protected","ivbcg_dosecohort_processed.txt","DGHR_wk2Pre_read1.fastq.gz","DGHR_wk2Pre_read2.fastq.gz","M1",0.374740969328821
"DGHR_wk4Pre",7.98768691545216,"DGHR_wk4Pre","DGHR low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGHR",18519,5.49,"low","wk4",243454,5.39,"18",1.28,"not_protected","ivbcg_dosecohort_processed.txt","DGHR_wk4Pre_read1.fastq.gz","DGHR_wk4Pre_read2.fastq.gz","M1",0.251469454075125
"DGHR_wkm4Pre",7.73621746137703,"DGHR_wkm4Pre","DGHR low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGHR",18519,5.49,"low","pre",243454,5.39,"18",1.28,"not_protected","ivbcg_dosecohort_processed.txt","DGHR_wkm4Pre_read1.fastq.gz","DGHR_wkm4Pre_read2.fastq.gz","M1",0
"DGIT_d2Pre",7.68459423659494,"DGIT_d2Pre","DGIT low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGIT",3718,4.59,"low","d2",44635,4.65,"1",0.3,"not_protected","ivbcg_dosecohort_processed.txt","DGIT_d2Pre_read1.fastq.gz","DGIT_d2Pre_read2.fastq.gz","M1",0.458456664637449
"DGIT_wk12Pre",7.24824613422802,"DGIT_wk12Pre","DGIT low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGIT",3718,4.59,"low","wk12",44635,4.65,"1",0.3,"not_protected","ivbcg_dosecohort_processed.txt","DGIT_wk12Pre_read1.fastq.gz","DGIT_wk12Pre_read2.fastq.gz","M1",0.0221085622705299
"DGIT_wk2Pre",7.27706127846558,"DGIT_wk2Pre","DGIT low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGIT",3718,4.59,"low","wk2",44635,4.65,"1",0.3,"not_protected","ivbcg_dosecohort_processed.txt","DGIT_wk2Pre_read1.fastq.gz","DGIT_wk2Pre_read2.fastq.gz","M1",0.0509237065080885
"DGIT_wk4Pre",7.22617931786462,"DGIT_wk4Pre","DGIT low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGIT",3718,4.59,"low","wk4",44635,4.65,"1",0.3,"not_protected","ivbcg_dosecohort_processed.txt","DGIT_wk4Pre_read1.fastq.gz","DGIT_wk4Pre_read2.fastq.gz","M1",4.17459071275772e-05
"DGIT_wkm4Pre",7.22613757195749,"DGIT_wkm4Pre","DGIT low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGIT",3718,4.59,"low","pre",44635,4.65,"1",0.3,"not_protected","ivbcg_dosecohort_processed.txt","DGIT_wkm4Pre_read1.fastq.gz","DGIT_wkm4Pre_read2.fastq.gz","M1",0
"DGJB_d2Pre",8.87013615532411,"DGJB_d2Pre","DGJB high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGJB",3918,7.4,"high","d2",0,0,"1",0.3,"protected","ivbcg_dosecohort_processed.txt","DGJB_d2Pre_read1.fastq.gz","DGJB_d2Pre_read2.fastq.gz","M1",1.49300989949552
"DGJB_wk12Pre",7.84241842143153,"DGJB_wk12Pre","DGJB high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGJB",3918,7.4,"high","wk12",0,0,"1",0.3,"protected","ivbcg_dosecohort_processed.txt","DGJB_wk12Pre_read1.fastq.gz","DGJB_wk12Pre_read2.fastq.gz","M1",0.46529216560293
"DGJB_wk2Pre",8.42536774600723,"DGJB_wk2Pre","DGJB high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGJB",3918,7.4,"high","wk2",0,0,"1",0.3,"protected","ivbcg_dosecohort_processed.txt","DGJB_wk2Pre_read1.fastq.gz","DGJB_wk2Pre_read2.fastq.gz","M1",1.04824149017864
"DGJB_wk4Pre",8.36791409361911,"DGJB_wk4Pre","DGJB high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGJB",3918,7.4,"high","wk4",0,0,"1",0.3,"protected","ivbcg_dosecohort_processed.txt","DGJB_wk4Pre_read1.fastq.gz","DGJB_wk4Pre_read2.fastq.gz","M1",0.990787837790517
"DGJB_wkm4Pre",7.3771262558286,"DGJB_wkm4Pre","DGJB high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGJB",3918,7.4,"high","pre",0,0,"1",0.3,"protected","ivbcg_dosecohort_processed.txt","DGJB_wkm4Pre_read1.fastq.gz","DGJB_wkm4Pre_read2.fastq.gz","M1",0
"DGJR_d2Pre",7.92376713202809,"DGJR_d2Pre","DGJR low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGJR",18219,5.49,"low","d2",1625,3.21,"3",0.6,"not_protected","ivbcg_dosecohort_processed.txt","DGJR_d2Pre_read1.fastq.gz","DGJR_d2Pre_read2.fastq.gz","M1",0.394702617487249
"DGJR_wk12Pre",7.39141233548105,"DGJR_wk12Pre","DGJR low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGJR",18219,5.49,"low","wk12",1625,3.21,"3",0.6,"not_protected","ivbcg_dosecohort_processed.txt","DGJR_wk12Pre_read1.fastq.gz","DGJR_wk12Pre_read2.fastq.gz","M1",-0.137652179059788
"DGJR_wk2Pre",7.67442591123678,"DGJR_wk2Pre","DGJR low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGJR",18219,5.49,"low","wk2",1625,3.21,"3",0.6,"not_protected","ivbcg_dosecohort_processed.txt","DGJR_wk2Pre_read1.fastq.gz","DGJR_wk2Pre_read2.fastq.gz","M1",0.145361396695945
